id,label
TEST_01695,Cattle Egret
TEST_01696,Indian Grey Hornbill
TEST_01697,Ruddy Shelduck
TEST_01698,Common Tailorbird
TEST_01699,Indian Grey Hornbill
TEST_01700,Red-Wattled Lapwing
TEST_01701,Common Kingfisher
TEST_01702,Common Rosefinch
TEST_01703,Jungle Babbler
TEST_01704,Common Tailorbird
TEST_01705,Brown-Headed Barbet
TEST_01706,Ruddy Shelduck
TEST_01707,Red-Wattled Lapwing
TEST_01708,White-Breasted Kingfisher
TEST_01709,Indian Grey Hornbill
TEST_01710,Cattle Egret
TEST_01711,Hoopoe
TEST_01712,Cattle Egret
TEST_01713,Indian Roller
TEST_01714,Jungle Babbler
TEST_01715,Brown-Headed Barbet
TEST_01716,Indian Grey Hornbill
TEST_01717,Common Rosefinch
TEST_01718,Sarus Crane
TEST_01719,Cattle Egret
TEST_01720,Common Tailorbird
TEST_01721,Common Rosefinch
TEST_01722,Cattle Egret
TEST_01723,Common Tailorbird
TEST_01724,Common Tailorbird
TEST_01725,Common Rosefinch
TEST_01726,Common Tailorbird
TEST_01727,Indian Grey Hornbill
TEST_01728,Jungle Babbler
TEST_01729,Common Rosefinch
TEST_01730,Indian Grey Hornbill
TEST_01731,Common Tailorbird
TEST_01732,Ruddy Shelduck
TEST_01733,Ruddy Shelduck
TEST_01734,Common Tailorbird
TEST_01735,Common Rosefinch
TEST_01736,Common Rosefinch
TEST_01737,White-Breasted Waterhen
TEST_01738,Indian Grey Hornbill
TEST_01739,Jungle Babbler
TEST_01740,Brown-Headed Barbet
TEST_01741,Common Rosefinch
TEST_01742,Common Tailorbird
TEST_01743,Jungle Babbler
TEST_01744,Jungle Babbler
TEST_01745,Brown-Headed Barbet
TEST_01746,Ruddy Shelduck
TEST_01747,Common Tailorbird
TEST_01748,Jungle Babbler
TEST_01749,Brown-Headed Barbet
TEST_01750,Cattle Egret
TEST_01751,Jungle Babbler
TEST_01752,Common Rosefinch
TEST_01753,Common Myna
TEST_01754,Common Tailorbird
TEST_01755,Common Tailorbird
TEST_01756,Common Myna
TEST_01757,Ruddy Shelduck
TEST_01758,Common Tailorbird
TEST_01759,Indian Grey Hornbill
TEST_01760,Indian Grey Hornbill
TEST_01761,Common Tailorbird
TEST_01762,Common Kingfisher
TEST_01763,Ruddy Shelduck
TEST_01764,Ruddy Shelduck
TEST_01765,Red-Wattled Lapwing
TEST_01766,Common Tailorbird
TEST_01767,House Crow
TEST_01768,Common Tailorbird
TEST_01769,Common Tailorbird
TEST_01770,Ruddy Shelduck
TEST_01771,White-Breasted Kingfisher
TEST_01772,Sarus Crane
TEST_01773,Common Rosefinch
TEST_01774,Ruddy Shelduck
TEST_01775,Brown-Headed Barbet
TEST_01776,Common Tailorbird
TEST_01777,Common Tailorbird
TEST_01778,Brown-Headed Barbet
TEST_01779,Common Kingfisher
TEST_01780,Ruddy Shelduck
TEST_01781,Hoopoe
TEST_01782,Sarus Crane
TEST_01783,Ruddy Shelduck
TEST_01784,House Crow
TEST_01785,Ruddy Shelduck
TEST_01786,Red-Wattled Lapwing
TEST_01787,Brown-Headed Barbet
TEST_01788,Ruddy Shelduck
TEST_01789,Common Myna
TEST_01790,Common Tailorbird
TEST_01791,Cattle Egret
TEST_01792,Common Tailorbird
TEST_01793,Brown-Headed Barbet
TEST_01794,Ruddy Shelduck
TEST_01795,Ruddy Shelduck
TEST_01796,Common Rosefinch
TEST_01797,Common Myna
TEST_01798,Indian Peacock
TEST_01799,Indian Peacock
TEST_01800,Jungle Babbler
TEST_01801,Common Kingfisher
TEST_01802,Ruddy Shelduck
TEST_01803,Ruddy Shelduck
TEST_01804,Indian Grey Hornbill
TEST_01805,Ruddy Shelduck
TEST_01806,Common Tailorbird
TEST_01807,Ruddy Shelduck
TEST_01808,Jungle Babbler
TEST_01809,Common Myna
TEST_01810,Common Tailorbird
TEST_01811,Common Rosefinch
TEST_01812,Ruddy Shelduck
TEST_01813,House Crow
TEST_01814,Common Tailorbird
TEST_01815,Common Kingfisher
TEST_01816,Cattle Egret
TEST_01817,Ruddy Shelduck
TEST_01818,Ruddy Shelduck
TEST_01819,Brown-Headed Barbet
TEST_01820,Common Rosefinch
TEST_01821,Indian Roller
TEST_01822,Red-Wattled Lapwing
TEST_01823,Indian Grey Hornbill
TEST_01824,Cattle Egret
TEST_01825,Ruddy Shelduck
TEST_01826,Common Tailorbird
TEST_01827,Common Tailorbird
TEST_01828,Common Rosefinch
TEST_01829,Common Tailorbird
TEST_01830,Common Tailorbird
TEST_01831,Common Rosefinch
TEST_01832,Indian Grey Hornbill
TEST_01833,Common Rosefinch
TEST_01834,Common Kingfisher
TEST_01835,Hoopoe
TEST_01836,Brown-Headed Barbet
TEST_01837,Red-Wattled Lapwing
TEST_01838,Brown-Headed Barbet
TEST_01839,Common Rosefinch
TEST_01840,Common Tailorbird
TEST_01841,Hoopoe
TEST_01842,Ruddy Shelduck
TEST_01843,Ruddy Shelduck
TEST_01844,Ruddy Shelduck
TEST_01845,Indian Grey Hornbill
TEST_01846,Jungle Babbler
TEST_01847,Coppersmith Barbet
TEST_01848,Common Rosefinch
TEST_01849,Coppersmith Barbet
TEST_01850,Common Myna
TEST_01851,Common Tailorbird
TEST_01852,Common Rosefinch
TEST_01853,Ruddy Shelduck
TEST_01854,Indian Grey Hornbill
TEST_01855,White-Breasted Kingfisher
TEST_01856,Common Tailorbird
TEST_01857,Common Rosefinch
TEST_01858,Common Tailorbird
TEST_01859,Common Tailorbird
TEST_01860,Indian Grey Hornbill
TEST_01861,Indian Grey Hornbill
TEST_01862,Brown-Headed Barbet
TEST_01863,White-Breasted Waterhen
TEST_01864,Common Tailorbird
TEST_01865,Gray Wagtail
TEST_01866,Brown-Headed Barbet
TEST_01867,Common Tailorbird
TEST_01868,Common Tailorbird
TEST_01869,Sarus Crane
TEST_01870,Brown-Headed Barbet
TEST_01871,Hoopoe
TEST_01872,Red-Wattled Lapwing
TEST_01873,Ruddy Shelduck
TEST_01874,Common Tailorbird
TEST_01875,Common Kingfisher
TEST_01876,Common Tailorbird
TEST_01877,Common Tailorbird
TEST_01878,Common Tailorbird
TEST_01879,Indian Peacock
TEST_01880,Common Myna
TEST_01881,Forest Wagtail
TEST_01882,Common Tailorbird
TEST_01883,White-Breasted Kingfisher
TEST_01884,Common Tailorbird
TEST_01885,Ruddy Shelduck
TEST_01886,Common Tailorbird
TEST_01887,Jungle Babbler
TEST_01888,Ruddy Shelduck
TEST_01889,Ruddy Shelduck
TEST_01890,Ruddy Shelduck
TEST_01891,Common Myna
TEST_01892,Common Kingfisher
TEST_01893,Common Kingfisher
TEST_01894,Common Tailorbird
TEST_01895,Ruddy Shelduck
TEST_01896,Common Rosefinch
TEST_01897,Common Kingfisher
TEST_01898,Indian Peacock
TEST_01899,Ruddy Shelduck
TEST_01900,Brown-Headed Barbet
TEST_01901,Common Rosefinch
TEST_01902,Common Rosefinch
TEST_01903,Common Tailorbird
TEST_01904,Brown-Headed Barbet
TEST_01905,Forest Wagtail
TEST_01906,Cattle Egret
TEST_01907,Indian Grey Hornbill
TEST_01908,Common Tailorbird
TEST_01909,Indian Peacock
TEST_01910,Ruddy Shelduck
TEST_01911,Common Rosefinch
TEST_01912,Common Tailorbird
TEST_01913,Brown-Headed Barbet
TEST_01914,Common Kingfisher
TEST_01915,Common Tailorbird
TEST_01916,Common Rosefinch
TEST_01917,Jungle Babbler
TEST_01918,Cattle Egret
TEST_01919,Ruddy Shelduck
TEST_01920,Cattle Egret
TEST_01921,Indian Peacock
TEST_01922,Ruddy Shelduck
TEST_01923,Common Tailorbird
TEST_01924,Common Rosefinch
TEST_01925,Brown-Headed Barbet
TEST_01926,Cattle Egret
TEST_01927,Common Kingfisher
TEST_01928,Hoopoe
TEST_01929,Red-Wattled Lapwing
TEST_01930,Brown-Headed Barbet
TEST_01931,Common Rosefinch
TEST_01932,Common Tailorbird
TEST_01933,Indian Roller
TEST_01934,Sarus Crane
TEST_01935,Coppersmith Barbet
TEST_01936,Common Myna
TEST_01937,Jungle Babbler
TEST_01938,Common Rosefinch
TEST_01939,White-Breasted Kingfisher
TEST_01940,Common Tailorbird
TEST_01941,Ruddy Shelduck
TEST_01942,Hoopoe
TEST_01943,Ruddy Shelduck
TEST_01944,Common Tailorbird
TEST_01945,Common Tailorbird
TEST_01946,Common Rosefinch
TEST_01947,Ruddy Shelduck
TEST_01948,Indian Grey Hornbill
TEST_01949,Brown-Headed Barbet
TEST_01950,Ruddy Shelduck
TEST_01951,Indian Peacock
TEST_01952,Common Tailorbird
TEST_01953,Ruddy Shelduck
TEST_01954,Common Tailorbird
TEST_01955,Red-Wattled Lapwing
TEST_01956,Jungle Babbler
TEST_01957,Coppersmith Barbet
TEST_01958,White-Breasted Waterhen
TEST_01959,Forest Wagtail
TEST_01960,Common Tailorbird
TEST_01961,Asian Green Bee-Eater
TEST_01962,Indian Peacock
TEST_01963,Common Rosefinch
TEST_01964,Common Tailorbird
TEST_01965,Common Tailorbird
TEST_01966,Ruddy Shelduck
TEST_01967,Common Tailorbird
TEST_01968,Red-Wattled Lapwing
TEST_01969,Common Tailorbird
TEST_01970,Common Rosefinch
TEST_01971,White Wagtail
TEST_01972,Common Kingfisher
TEST_01973,White-Breasted Waterhen
TEST_01974,Common Tailorbird
TEST_01975,Brown-Headed Barbet
TEST_01976,Brown-Headed Barbet
TEST_01977,Indian Roller
TEST_01978,Brown-Headed Barbet
TEST_01979,Indian Grey Hornbill
TEST_01980,Common Tailorbird
TEST_01981,Ruddy Shelduck
TEST_01982,Ruddy Shelduck
TEST_01983,Ruddy Shelduck
TEST_01984,Ruddy Shelduck
TEST_01985,Indian Grey Hornbill
TEST_01986,Common Rosefinch
TEST_01987,Ruddy Shelduck
TEST_01988,Sarus Crane
TEST_01989,House Crow
TEST_01990,Sarus Crane
TEST_01991,Common Tailorbird
TEST_01992,Ruddy Shelduck
TEST_01993,Common Tailorbird
TEST_01994,Ruddy Shelduck
TEST_01995,Common Kingfisher
TEST_01996,Cattle Egret
TEST_01997,Brown-Headed Barbet
TEST_01998,Common Tailorbird
TEST_01999,Indian Grey Hornbill
TEST_02000,Brown-Headed Barbet
TEST_02001,Common Tailorbird
TEST_02002,Common Rosefinch
TEST_02003,Common Myna
TEST_02004,Indian Peacock
TEST_02005,Indian Grey Hornbill
TEST_02006,Ruddy Shelduck
TEST_02007,Indian Peacock
TEST_02008,Asian Green Bee-Eater
TEST_02009,Common Tailorbird
TEST_02010,Common Tailorbird
TEST_02011,Common Kingfisher
TEST_02012,Ruddy Shelduck
TEST_02013,Cattle Egret
TEST_02014,Common Tailorbird
TEST_02015,Common Kingfisher
TEST_02016,Ruddy Shelduck
TEST_02017,White-Breasted Waterhen
TEST_02018,Ruddy Shelduck
TEST_02019,Common Tailorbird
TEST_02020,Common Myna
TEST_02021,Common Tailorbird
TEST_02022,Common Tailorbird
TEST_02023,Ruddy Shelduck
TEST_02024,Red-Wattled Lapwing
TEST_02025,Common Tailorbird
TEST_02026,Common Tailorbird
TEST_02027,Indian Roller
TEST_02028,Brown-Headed Barbet
TEST_02029,Common Kingfisher
TEST_02030,Coppersmith Barbet
TEST_02031,Cattle Egret
TEST_02032,Ruddy Shelduck
TEST_02033,Ruddy Shelduck
TEST_02034,Common Tailorbird
TEST_02035,Sarus Crane
TEST_02036,Common Kingfisher
TEST_02037,Indian Grey Hornbill
TEST_02038,Common Tailorbird
TEST_02039,Indian Peacock
TEST_02040,Sarus Crane
TEST_02041,Ruddy Shelduck
TEST_02042,Cattle Egret
TEST_02043,Common Rosefinch
TEST_02044,Rufous Treepie
TEST_02045,Cattle Egret
TEST_02046,Common Tailorbird
TEST_02047,Sarus Crane
TEST_02048,Asian Green Bee-Eater
TEST_02049,Indian Roller
TEST_02050,Cattle Egret
TEST_02051,Common Tailorbird
TEST_02052,Common Tailorbird
TEST_02053,Indian Grey Hornbill
TEST_02054,Ruddy Shelduck
TEST_02055,Ruddy Shelduck
TEST_02056,Cattle Egret
TEST_02057,Ruddy Shelduck
TEST_02058,Common Tailorbird
TEST_02059,Common Tailorbird
TEST_02060,Indian Grey Hornbill
TEST_02061,Common Tailorbird
TEST_02062,Common Myna
TEST_02063,Common Kingfisher
TEST_02064,Red-Wattled Lapwing
TEST_02065,Common Rosefinch
TEST_02066,Cattle Egret
TEST_02067,Ruddy Shelduck
TEST_02068,Ruddy Shelduck
TEST_02069,Indian Grey Hornbill
TEST_02070,Red-Wattled Lapwing
TEST_02071,Jungle Babbler
TEST_02072,Ruddy Shelduck
TEST_02073,Common Tailorbird
TEST_02074,Jungle Babbler
TEST_02075,Ruddy Shelduck
TEST_02076,White Wagtail
TEST_02077,Ruddy Shelduck
TEST_02078,Common Tailorbird
TEST_02079,Common Rosefinch
TEST_02080,Common Tailorbird
TEST_02081,House Crow
TEST_02082,Ruddy Shelduck
TEST_02083,Indian Pitta
TEST_02084,Ruddy Shelduck
TEST_02085,Common Tailorbird
TEST_02086,Gray Wagtail
TEST_02087,Cattle Egret
TEST_02088,Brown-Headed Barbet
TEST_02089,Common Kingfisher
TEST_02090,Brown-Headed Barbet
TEST_02091,Indian Grey Hornbill
TEST_02092,Coppersmith Barbet
TEST_02093,Sarus Crane
TEST_02094,Brown-Headed Barbet
TEST_02095,Asian Green Bee-Eater
TEST_02096,Forest Wagtail
TEST_02097,Cattle Egret
TEST_02098,Jungle Babbler
TEST_02099,Indian Peacock
TEST_02100,Common Tailorbird
TEST_02101,Common Rosefinch
TEST_02102,Common Tailorbird
TEST_02103,Cattle Egret
TEST_02104,Common Kingfisher
TEST_02105,Indian Peacock
TEST_02106,White-Breasted Kingfisher
TEST_02107,Indian Grey Hornbill
TEST_02108,White-Breasted Waterhen
TEST_02109,Sarus Crane
TEST_02110,Indian Peacock
TEST_02111,Ruddy Shelduck
TEST_02112,Common Tailorbird
TEST_02113,Cattle Egret
TEST_02114,Indian Grey Hornbill
TEST_02115,Common Tailorbird
TEST_02116,Indian Peacock
TEST_02117,Common Tailorbird
TEST_02118,Brown-Headed Barbet
TEST_02119,Common Rosefinch
TEST_02120,Common Rosefinch
TEST_02121,Sarus Crane
TEST_02122,Indian Grey Hornbill
TEST_02123,Common Rosefinch
TEST_02124,White-Breasted Waterhen
TEST_02125,Common Tailorbird
TEST_02126,Ruddy Shelduck
TEST_02127,White-Breasted Kingfisher
TEST_02128,Sarus Crane
TEST_02129,Common Tailorbird
TEST_02130,Ruddy Shelduck
TEST_02131,Indian Grey Hornbill
TEST_02132,Common Myna
TEST_02133,Common Tailorbird
TEST_02134,Ruddy Shelduck
TEST_02135,Brown-Headed Barbet
TEST_02136,Common Tailorbird
TEST_02137,Common Tailorbird
TEST_02138,Common Rosefinch
TEST_02139,Jungle Babbler
TEST_02140,Common Tailorbird
TEST_02141,Common Rosefinch
TEST_02142,Ruddy Shelduck
TEST_02143,Cattle Egret
TEST_02144,Common Tailorbird
TEST_02145,Common Rosefinch
TEST_02146,Brown-Headed Barbet
TEST_02147,Common Tailorbird
TEST_02148,Sarus Crane
TEST_02149,Indian Peacock
TEST_02150,Common Rosefinch
TEST_02151,Red-Wattled Lapwing
TEST_02152,Common Tailorbird
TEST_02153,Sarus Crane
TEST_02154,Ruddy Shelduck
TEST_02155,Forest Wagtail
TEST_02156,Indian Peacock
TEST_02157,Ruddy Shelduck
TEST_02158,Indian Grey Hornbill
TEST_02159,Common Tailorbird
TEST_02160,Brown-Headed Barbet
TEST_02161,White-Breasted Kingfisher
TEST_02162,Ruddy Shelduck
TEST_02163,Jungle Babbler
TEST_02164,Common Tailorbird
TEST_02165,Common Tailorbird
TEST_02166,Ruddy Shelduck
TEST_02167,Cattle Egret
TEST_02168,Indian Roller
TEST_02169,Common Myna
TEST_02170,Jungle Babbler
TEST_02171,Common Kingfisher
TEST_02172,Common Rosefinch
TEST_02173,Forest Wagtail
TEST_02174,Common Tailorbird
TEST_02175,Ruddy Shelduck
TEST_02176,Ruddy Shelduck
TEST_02177,Indian Grey Hornbill
TEST_02178,Brown-Headed Barbet
TEST_02179,Sarus Crane
TEST_02180,Indian Grey Hornbill
TEST_02181,Gray Wagtail
TEST_02182,Red-Wattled Lapwing
TEST_02183,Coppersmith Barbet
TEST_02184,Ruddy Shelduck
TEST_02185,Forest Wagtail
TEST_02186,Ruddy Shelduck
TEST_02187,White-Breasted Kingfisher
TEST_02188,Sarus Crane
TEST_02189,Common Rosefinch
TEST_02190,Ruddy Shelduck
TEST_02191,Asian Green Bee-Eater
TEST_02192,Indian Peacock
TEST_02193,Common Tailorbird
TEST_02194,Brown-Headed Barbet
TEST_02195,Brown-Headed Barbet
TEST_02196,Gray Wagtail
TEST_02197,Common Rosefinch
TEST_02198,Ruddy Shelduck
TEST_02199,Ruddy Shelduck
TEST_02200,Common Tailorbird
TEST_02201,Coppersmith Barbet
TEST_02202,Common Rosefinch
TEST_02203,Ruddy Shelduck
TEST_02204,Common Rosefinch
TEST_02205,Common Tailorbird
TEST_02206,Sarus Crane
TEST_02207,Indian Grey Hornbill
TEST_02208,Common Tailorbird
TEST_02209,Ruddy Shelduck
TEST_02210,Common Tailorbird
TEST_02211,Ruddy Shelduck
TEST_02212,Cattle Egret
TEST_02213,Common Rosefinch
TEST_02214,Ruddy Shelduck
TEST_02215,Common Tailorbird
TEST_02216,Indian Peacock
TEST_02217,Ruddy Shelduck
TEST_02218,Red-Wattled Lapwing
TEST_02219,Red-Wattled Lapwing
TEST_02220,Sarus Crane
TEST_02221,Common Kingfisher
TEST_02222,Indian Peacock
TEST_02223,Brown-Headed Barbet
TEST_02224,Ruddy Shelduck
TEST_02225,Cattle Egret
TEST_02226,Sarus Crane
TEST_02227,White Wagtail
TEST_02228,Sarus Crane
TEST_02229,Brown-Headed Barbet
TEST_02230,Common Tailorbird
TEST_02231,Common Tailorbird
TEST_02232,Cattle Egret
TEST_02233,Common Kingfisher
TEST_02234,Indian Grey Hornbill
TEST_02235,Common Tailorbird
TEST_02236,Indian Peacock
TEST_02237,Ruddy Shelduck
TEST_02238,Ruddy Shelduck
TEST_02239,Common Kingfisher
TEST_02240,White-Breasted Waterhen
TEST_02241,Ruddy Shelduck
TEST_02242,Common Tailorbird
TEST_02243,House Crow
TEST_02244,Common Tailorbird
TEST_02245,Sarus Crane
TEST_02246,Coppersmith Barbet
TEST_02247,Indian Peacock
TEST_02248,Red-Wattled Lapwing
TEST_02249,Cattle Egret
TEST_02250,Common Tailorbird
TEST_02251,Indian Grey Hornbill
TEST_02252,Common Kingfisher
TEST_02253,Forest Wagtail
TEST_02254,Common Tailorbird
TEST_02255,Common Rosefinch
TEST_02256,Forest Wagtail
TEST_02257,Common Kingfisher
TEST_02258,Common Tailorbird
TEST_02259,White Wagtail
TEST_02260,Red-Wattled Lapwing
TEST_02261,Ruddy Shelduck
TEST_02262,Red-Wattled Lapwing
TEST_02263,Common Kingfisher
TEST_02264,Common Myna
TEST_02265,Ruddy Shelduck
TEST_02266,House Crow
TEST_02267,Red-Wattled Lapwing
TEST_02268,Jungle Babbler
TEST_02269,Common Tailorbird
TEST_02270,Ruddy Shelduck
TEST_02271,Common Tailorbird
TEST_02272,Common Tailorbird
TEST_02273,Coppersmith Barbet
TEST_02274,Common Kingfisher
TEST_02275,Ruddy Shelduck
TEST_02276,Ruddy Shelduck
TEST_02277,Common Tailorbird
TEST_02278,Indian Grey Hornbill
TEST_02279,Indian Peacock
TEST_02280,Common Tailorbird
TEST_02281,Common Kingfisher
TEST_02282,Ruddy Shelduck
TEST_02283,Ruddy Shelduck
TEST_02284,Common Tailorbird
TEST_02285,Common Rosefinch
TEST_02286,Common Tailorbird
TEST_02287,Ruddy Shelduck
TEST_02288,Coppersmith Barbet
TEST_02289,Indian Grey Hornbill
TEST_02290,Cattle Egret
TEST_02291,Common Rosefinch
TEST_02292,Ruddy Shelduck
TEST_02293,Common Kingfisher
TEST_02294,House Crow
TEST_02295,Indian Peacock
TEST_02296,Cattle Egret
TEST_02297,Ruddy Shelduck
TEST_02298,Red-Wattled Lapwing
TEST_02299,Common Tailorbird
TEST_02300,Common Kingfisher
TEST_02301,Common Kingfisher
TEST_02302,Cattle Egret
TEST_02303,House Crow
TEST_02304,Ruddy Shelduck
TEST_02305,Ruddy Shelduck
TEST_02306,Ruddy Shelduck
TEST_02307,Ruddy Shelduck
TEST_02308,Ruddy Shelduck
TEST_02309,Common Tailorbird
TEST_02310,Brown-Headed Barbet
TEST_02311,Ruddy Shelduck
TEST_02312,Ruddy Shelduck
TEST_02313,Ruddy Shelduck
TEST_02314,Ruddy Shelduck
TEST_02315,Common Kingfisher
TEST_02316,Brown-Headed Barbet
TEST_02317,Cattle Egret
TEST_02318,House Crow
TEST_02319,Common Myna
TEST_02320,House Crow
TEST_02321,Indian Roller
TEST_02322,Common Rosefinch
TEST_02323,Forest Wagtail
TEST_02324,Indian Grey Hornbill
TEST_02325,Common Myna
TEST_02326,Ruddy Shelduck
TEST_02327,House Crow
TEST_02328,Common Myna
TEST_02329,Common Kingfisher
TEST_02330,Common Rosefinch
TEST_02331,Red-Wattled Lapwing
TEST_02332,Ruddy Shelduck
TEST_02333,Jungle Babbler
TEST_02334,Common Tailorbird
TEST_02335,Red-Wattled Lapwing
TEST_02336,Cattle Egret
TEST_02337,Common Rosefinch
TEST_02338,Common Tailorbird
TEST_02339,Common Tailorbird
TEST_02340,Common Tailorbird
TEST_02341,House Crow
TEST_02342,Jungle Babbler
TEST_02343,Common Rosefinch
TEST_02344,Common Kingfisher
TEST_02345,Indian Grey Hornbill
TEST_02346,Rufous Treepie
TEST_02347,Sarus Crane
TEST_02348,Indian Peacock
TEST_02349,Jungle Babbler
TEST_02350,Hoopoe
TEST_02351,Common Rosefinch
TEST_02352,Common Tailorbird
TEST_02353,Indian Peacock
TEST_02354,Ruddy Shelduck
TEST_02355,Brown-Headed Barbet
TEST_02356,White-Breasted Kingfisher
TEST_02357,Common Tailorbird
TEST_02358,Brown-Headed Barbet
TEST_02359,Cattle Egret
TEST_02360,Brown-Headed Barbet
TEST_02361,Ruddy Shelduck
TEST_02362,Indian Grey Hornbill
TEST_02363,House Crow
TEST_02364,Sarus Crane
TEST_02365,Common Rosefinch
TEST_02366,Common Tailorbird
TEST_02367,House Crow
TEST_02368,Indian Grey Hornbill
TEST_02369,Common Kingfisher
TEST_02370,Common Rosefinch
TEST_02371,Common Tailorbird
TEST_02372,Ruddy Shelduck
TEST_02373,Sarus Crane
TEST_02374,Common Rosefinch
TEST_02375,Forest Wagtail
TEST_02376,Red-Wattled Lapwing
TEST_02377,Common Rosefinch
TEST_02378,Indian Grey Hornbill
TEST_02379,Common Tailorbird
TEST_02380,Common Tailorbird
TEST_02381,Common Tailorbird
TEST_02382,Brown-Headed Barbet
TEST_02383,Ruddy Shelduck
TEST_02384,Common Tailorbird
TEST_02385,Common Kingfisher
TEST_02386,Common Tailorbird
TEST_02387,Red-Wattled Lapwing
TEST_02388,Ruddy Shelduck
TEST_02389,Common Tailorbird
TEST_02390,Common Tailorbird
TEST_02391,Common Tailorbird
TEST_02392,Common Tailorbird
TEST_02393,White-Breasted Waterhen
TEST_02394,Indian Peacock
TEST_02395,Common Myna
TEST_02396,Common Tailorbird
TEST_02397,Common Tailorbird
TEST_02398,Common Tailorbird
TEST_02399,Common Kingfisher
TEST_02400,Common Tailorbird
TEST_02401,Common Myna
TEST_02402,Common Rosefinch
TEST_02403,Forest Wagtail
TEST_02404,Common Rosefinch
TEST_02405,Ruddy Shelduck
TEST_02406,Common Kingfisher
TEST_02407,Indian Grey Hornbill
TEST_02408,Common Tailorbird
TEST_02409,Ruddy Shelduck
TEST_02410,Common Rosefinch
TEST_02411,White-Breasted Waterhen
TEST_02412,Common Tailorbird
TEST_02413,Brown-Headed Barbet
TEST_02414,Cattle Egret
TEST_02415,Indian Grey Hornbill
TEST_02416,Common Tailorbird
TEST_02417,Common Kingfisher
TEST_02418,Ruddy Shelduck
TEST_02419,Common Myna
TEST_02420,Ruddy Shelduck
TEST_02421,Indian Peacock
TEST_02422,Common Rosefinch
TEST_02423,Sarus Crane
TEST_02424,Indian Grey Hornbill
TEST_02425,Indian Grey Hornbill
TEST_02426,Jungle Babbler
TEST_02427,House Crow
TEST_02428,Common Tailorbird
TEST_02429,Indian Peacock
TEST_02430,Common Rosefinch
TEST_02431,White-Breasted Kingfisher
TEST_02432,Sarus Crane
TEST_02433,Common Myna
TEST_02434,White Wagtail
TEST_02435,Ruddy Shelduck
TEST_02436,Cattle Egret
TEST_02437,Cattle Egret
TEST_02438,Brown-Headed Barbet
TEST_02439,Jungle Babbler
TEST_02440,Red-Wattled Lapwing
TEST_02441,Common Kingfisher
TEST_02442,Common Rosefinch
TEST_02443,Common Tailorbird
TEST_02444,Common Tailorbird
TEST_02445,Common Tailorbird
TEST_02446,Ruddy Shelduck
TEST_02447,Common Tailorbird
TEST_02448,Common Rosefinch
TEST_02449,Common Tailorbird
TEST_02450,Jungle Babbler
TEST_02451,Indian Grey Hornbill
TEST_02452,Ruddy Shelduck
TEST_02453,Cattle Egret
TEST_02454,Common Tailorbird
TEST_02455,Ruddy Shelduck
TEST_02456,Ruddy Shelduck
TEST_02457,Common Tailorbird
TEST_02458,Common Tailorbird
TEST_02459,Indian Grey Hornbill
TEST_02460,Ruddy Shelduck
TEST_02461,Jungle Babbler
TEST_02462,Common Tailorbird
TEST_02463,Indian Roller
TEST_02464,Ruddy Shelduck
TEST_02465,Gray Wagtail
TEST_02466,Common Myna
TEST_02467,Jungle Babbler
TEST_02468,House Crow
TEST_02469,Common Tailorbird
TEST_02470,Sarus Crane
TEST_02471,White Wagtail
TEST_02472,Common Tailorbird
TEST_02473,Ruddy Shelduck
TEST_02474,Jungle Babbler
TEST_02475,Red-Wattled Lapwing
TEST_02476,Common Tailorbird
TEST_02477,Jungle Babbler
TEST_02478,Common Tailorbird
TEST_02479,Common Tailorbird
TEST_02480,Indian Peacock
TEST_02481,Brown-Headed Barbet
TEST_02482,Indian Pitta
TEST_02483,Common Rosefinch
TEST_02484,Northern Lapwing
TEST_02485,Common Tailorbird
TEST_02486,Red-Wattled Lapwing
TEST_02487,Common Tailorbird
TEST_02488,Indian Grey Hornbill
TEST_02489,Ruddy Shelduck
TEST_02490,Common Tailorbird
TEST_02491,Common Tailorbird
TEST_02492,Common Kingfisher
TEST_02493,Common Tailorbird
TEST_02494,Brown-Headed Barbet
TEST_02495,Indian Grey Hornbill
TEST_02496,Common Tailorbird
TEST_02497,Asian Green Bee-Eater
TEST_02498,Common Rosefinch
TEST_02499,Common Tailorbird
TEST_02500,Brown-Headed Barbet
TEST_02501,Common Rosefinch
TEST_02502,Common Tailorbird
TEST_02503,Hoopoe
TEST_02504,Common Kingfisher
TEST_02505,Ruddy Shelduck
TEST_02506,Common Tailorbird
TEST_02507,Common Tailorbird
TEST_02508,Ruddy Shelduck
TEST_02509,Asian Green Bee-Eater
TEST_02510,Ruddy Shelduck
TEST_02511,Brown-Headed Barbet
TEST_02512,Common Kingfisher
TEST_02513,Ruddy Shelduck
TEST_02514,Coppersmith Barbet
TEST_02515,Jungle Babbler
TEST_02516,Brown-Headed Barbet
TEST_02517,Cattle Egret
TEST_02518,Common Tailorbird
TEST_02519,Common Tailorbird
TEST_02520,Indian Roller
TEST_02521,Brown-Headed Barbet
TEST_02522,Asian Green Bee-Eater
TEST_02523,Ruddy Shelduck
TEST_02524,Common Tailorbird
TEST_02525,Indian Grey Hornbill
TEST_02526,Cattle Egret
TEST_02527,Hoopoe
TEST_02528,Brown-Headed Barbet
TEST_02529,Indian Grey Hornbill
TEST_02530,Common Tailorbird
TEST_02531,Common Tailorbird
TEST_02532,Indian Grey Hornbill
TEST_02533,Ruddy Shelduck
